Mar 24 15:00:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 24 15:00:51 ubuntu dstat.sh[65379]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 24 15:00:51 ubuntu dstat.sh[65379]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 24 15:12:44 ubuntu dstat.sh[65379]: 24-03 15:12:44| 24   5  67   2   0|5128M  174M  185M 2328M|3787B 1188B|   0  4387k|   0   345 |8404    13k|1.11 1.25 1.05|1.0   0 1.0|   0     0 |           | 18  311    0   76    0
Mar 24 15:12:45 ubuntu dstat.sh[65379]: 24-03 15:12:45| 24   5  67   1   0|5129M  172M  185M 2328M|4382B 1132B|   0    12M|   0   402 |8288    12k|1.11 1.25 1.05|2.0   0   0|   0     0 |           | 18  310    0   72    0
Mar 24 15:12:46 ubuntu dstat.sh[65379]: 24-03 15:12:46| 25   6  65   2   0|5129M  172M  185M 2328M|3076B  271B|   0  3507k|   0   393 |8481    13k|1.11 1.25 1.05|1.0   0   0|   0     0 |           | 18  310    0   73    0
Mar 24 15:12:47 ubuntu dstat.sh[65379]: 24-03 15:12:47| 26   4  68   1   0|5130M  170M  185M 2329M|3896B 1134B|   0  8123k|   0   512 |7739    11k|1.11 1.25 1.05|1.0   0   0|   0     0 |           | 18  310    0   75    0
Mar 24 15:12:48 ubuntu dstat.sh[65379]: 24-03 15:12:48| 26   5  66   2   0|5130M  170M  185M 2329M|4614B 1618B|   0  2992k|   0   388 |8251    13k|1.10 1.25 1.04|2.0   0   0|   0     0 |           | 18  310    0   75    0
Mar 24 15:12:49 ubuntu dstat.sh[65379]: 24-03 15:12:49| 25   5  67   1   0|5131M  169M  185M 2329M|4820B 1498B|   0  3067k|   0   281 |8661    13k|1.10 1.25 1.04|2.0   0   0|   0     0 |           | 18  311    0   71    0
Mar 24 15:12:50 ubuntu dstat.sh[65379]: 24-03 15:12:50| 25   5  66   2   0|5131M  169M  185M 2329M|5424B 1622B|   0  3048k|   0   353 |8338    12k|1.10 1.25 1.04|1.0   0   0|   0     0 |           | 18  310    0   71    0
Mar 24 15:12:51 ubuntu dstat.sh[65379]: 24-03 15:12:51| 26   3  66   2   0|5131M  168M  185M 2330M|4455B 1457B|   0  3218k|   0   337 |6877    10k|1.10 1.25 1.04|1.0   0   0|   0     0 |           | 18  310    0   72    0
Mar 24 15:12:52 ubuntu dstat.sh[65379]: 24-03 15:12:52| 24   5  68   1   0|5132M  167M  185M 2330M|4744B 1621B|   0  6946k|   0   469 |7295    11k|1.10 1.25 1.04|1.0   0   0|   0     0 |           | 18  310    0   76    0
Mar 24 15:12:53 ubuntu dstat.sh[65379]: 24-03 15:12:53|  6   2  90   1   0|5132M  167M  185M 2330M|4415B 1510B|   0  2185k|   0   185 |2509  4100 |1.01 1.22 1.04|1.0   0   0|   0     0 |           | 18  309    0   68    0
Mar 24 15:12:54 ubuntu dstat.sh[65379]: 24-03 15:12:54| 21   4  72   2   0|5132M  167M  185M 2330M|4754B 1567B|   0  2177k|   0   280 |6511  9674 |1.01 1.22 1.04|3.0   0 1.0|   0     0 |           | 18  310    0   69    0
Mar 24 15:12:55 ubuntu dstat.sh[65379]: 24-03 15:12:55| 26   6  64   2   0|5132M  166M  185M 2331M|5024B 1620B|   0  3181k|   0   366 |8536    13k|1.01 1.22 1.04|2.0   0 1.0|   0     0 |           | 18  310    0   69    0
Mar 24 15:12:56 ubuntu dstat.sh[65379]: 24-03 15:12:56| 25   5  66   1   0|5133M  165M  185M 2331M|5006B 1620B|   0  5152k|   0   312 |7840    12k|1.01 1.22 1.04|1.0   0   0|   0     0 |           | 18  310    0   69    0
Mar 24 15:12:57 ubuntu dstat.sh[65379]: 24-03 15:12:57| 25   5  66   1   0|5134M  164M  185M 2331M|4868B 1623B|   0  2921k|   0   310 |7863    12k|1.01 1.22 1.04|2.0 1.0   0|   0     0 |           | 18  310    0   64    0
Mar 24 15:12:58 ubuntu dstat.sh[65379]: 24-03 15:12:58| 18   4  74   2   0|5134M  163M  185M 2331M|4745B 1454B|   0  7886k|   0   603 |7322    12k|1.09 1.24 1.04|1.0   0   0|   0     0 |           | 18  309    0   66    0
Mar 24 15:12:59 ubuntu dstat.sh[65379]: 24-03 15:12:59|  9   2  86   1   0|5134M  163M  185M 2331M|4968B 1299B|   0  2354k|   0   195 |3357  5155 |1.09 1.24 1.04|1.0   0   0|   0     0 |           | 18  310    0   66    0
Mar 24 15:13:00 ubuntu dstat.sh[65379]: 24-03 15:13:00| 25   5  66   2   0|5136M  162M  185M 2332M|4355B  755B|   0  2403k|   0   277 |8259    12k|1.09 1.24 1.04|1.0   0   0|   0     0 |           | 18  311    0   66    0
Mar 24 15:13:01 ubuntu dstat.sh[65379]: 24-03 15:13:01| 26   6  65   1   0|5136M  161M  185M 2332M|4793B 1568B|   0  3173k|   0   360 |8656    13k|1.09 1.24 1.04|1.0   0   0|   0     0 |           | 18  310    0   64    0
Mar 24 15:13:02 ubuntu dstat.sh[65379]: 24-03 15:13:02| 26   7  63   2   0|5140M  156M  185M 2332M|4622B 1621B|   0  3562k|   0   343 |9015    14k|1.09 1.24 1.04|  0   0 8.0|   0     0 |           | 18  309    0   65    0
Mar 24 15:13:03 ubuntu dstat.sh[65379]: 24-03 15:13:03|  7   2  89   1   0|5141M  156M  185M 2332M|4705B 1553B|   0  7865k|   0   455 |3029  4396 |1.00 1.22 1.04|1.0   0   0|   0     0 |           | 18  310    0   65    0
Mar 24 15:13:04 ubuntu dstat.sh[65379]: 24-03 15:13:04| 26   5  64   2   0|5141M  156M  185M 2333M|4738B 1619B|   0  3603k|   0   488 |8837    14k|1.00 1.22 1.04|1.0   0 1.0|   0     0 |           | 18  310    0   65    0
Mar 24 15:13:05 ubuntu dstat.sh[65379]: 24-03 15:13:05| 23   5  68   2   0|5141M  155M  185M 2333M|3893B  963B|   0  9840k|   0   479 |7989    13k|1.00 1.22 1.04|  0   0   0|   0     0 |           | 18  309    0   63    0
Mar 24 15:13:06 ubuntu dstat.sh[65379]: 24-03 15:13:06|  5   1  93   1   0|5141M  155M  185M 2333M|4587B 1580B|   0  1889k|   0  99.9 |1784  2513 |1.00 1.22 1.04|1.0   0   0|   0     0 |           | 18  310    0   63    0
Mar 24 15:13:07 ubuntu dstat.sh[65379]: 24-03 15:13:07|  7   2  88   1   0|5141M  155M  185M 2333M|4560B 1501B|   0  2308k|   0   233 |3228  5048 |1.00 1.22 1.04|2.0   0   0|   0     0 |           | 18  309    0   64    0
Mar 24 15:13:08 ubuntu dstat.sh[65379]: 24-03 15:13:08| 21   4  71   1   0|5141M  155M  185M 2333M|4765B 1575B|   0  2648k|   0   321 |6986    11k|1.00 1.21 1.04|6.0   0   0|   0     0 |           | 18  310    0   65    0
Mar 24 15:13:09 ubuntu dstat.sh[65379]: 24-03 15:13:09| 18   5  74   2   0|5141M  154M  185M 2334M|4615B 1618B|  32k 3028k|1.00   303 |6287  9201 |1.00 1.21 1.04|1.0   0   0|   0     0 |           | 18  309    0   52    0
Mar 24 15:13:10 ubuntu dstat.sh[65379]: 24-03 15:13:10|  8   2  87   1   0|5141M  154M  185M 2334M|5261B 1619B|   0  2559k|   0   217 |3159  4683 |1.00 1.21 1.04|3.0   0   0|   0     0 |           | 18  310    0   53    0
Mar 24 15:13:11 ubuntu dstat.sh[65379]: 24-03 15:13:11| 26   5  65   2   0|5142M  153M  185M 2334M|4511B 1516B|   0  7883k|   0   604 |8293    13k|1.00 1.21 1.04|  0 1.0   0|   0     0 |           | 18  310    0   55    0
Mar 24 15:13:12 ubuntu dstat.sh[65379]: 24-03 15:13:12| 24   5  68   1   0|5142M  152M  185M 2334M|4689B 1565B|   0  2826k|   0   245 |7776    12k|1.00 1.21 1.04|  0 1.0   0|   0     0 |           | 18  310    0   55    0
Mar 24 15:13:13 ubuntu dstat.sh[65379]: 24-03 15:13:13|  5   1  91   1   0|5142M  152M  185M 2334M|4434B 1618B|   0  2313k|   0   195 |2501  4127 |0.92 1.19 1.03|  0   0   0|   0     0 |           | 18  309    0   56    0
Mar 24 15:13:14 ubuntu dstat.sh[65379]: 24-03 15:13:14| 11   2  84   1   0|5142M  152M  185M 2335M|5194B 1513B|   0  2121k|   0   221 |3669  5525 |0.92 1.19 1.03|1.0   0 1.0|   0     0 |           | 18  309    0   55    0
Mar 24 15:13:15 ubuntu dstat.sh[65379]: 24-03 15:13:15| 14   3  79   1   0|5142M  152M  185M 2335M|4508B  700B|   0  2362k|   0   248 |5159  7946 |0.92 1.19 1.03|  0   0   0|   0     0 |           | 18  311    0   56    0
Mar 24 15:13:16 ubuntu dstat.sh[65379]: 24-03 15:13:16| 26   6  64   2   0|5142M  152M  185M 2335M|6691B 1410B|   0  4089k|   0   512 |8190    13k|0.92 1.19 1.03|4.0   0   0|   0     0 |           | 18  310    0   56    0
Mar 24 15:13:17 ubuntu dstat.sh[65379]: 24-03 15:13:17| 25   5  65   2   0|5143M  151M  185M 2335M|4979B 1452B|   0  7252k|   0   548 |8454    13k|0.92 1.19 1.03|1.0   0   0|   0     0 |           | 18  310    0   56    0
Mar 24 15:13:18 ubuntu dstat.sh[65379]: 24-03 15:13:18| 27   8  60   2   0|5143M  168M  185M 2319M|4822B 1242B|   0  4864k|   0   418 |8857    17k|1.65 1.34 1.08|  0   0  36|   0     0 |           | 18  309    0   56    0
Mar 24 15:13:19 ubuntu dstat.sh[65379]: 24-03 15:13:19|  3   1  95   1   0|5141M  169M  185M 2319M|4638B  973B|   0   825k|   0  54.1 |1573  2349 |1.65 1.34 1.08|2.0   0   0|   0     0 |           | 18  310    0   56    0
Mar 24 15:13:20 ubuntu dstat.sh[65379]: 24-03 15:13:20| 11   2  84   1   0|5142M  169M  185M 2319M|4379B 1081B|   0  1833k|   0   212 |3529  5320 |1.65 1.34 1.08|  0   0   0|   0     0 |           | 18  309    0   57    0
Mar 24 15:13:21 ubuntu dstat.sh[65379]: 24-03 15:13:21| 17   4  77   1   0|5142M  169M  185M 2319M|4172B 1027B|   0  1891k|   0   216 |5594  8047 |1.65 1.34 1.08|1.0   0   0|   0     0 |           | 18  311    0   57    0
Mar 24 15:13:22 ubuntu dstat.sh[65379]: 24-03 15:13:22| 25   6  64   2   0|5140M  171M  185M 2320M|4314B 1351B|   0  3852k|   0   486 |8389    13k|1.65 1.34 1.08|2.0   0 2.0|   0     0 |           | 18  310    0   52    0
Mar 24 15:13:23 ubuntu dstat.sh[65379]: 24-03 15:13:23| 24   5  66   1   0|5140M  170M  185M 2320M|3990B 1294B|   0  2824k|   0   290 |8143    12k|1.60 1.33 1.08|1.0   0   0|   0     0 |           | 18  310    0   53    0
Mar 24 15:13:24 ubuntu dstat.sh[65379]: 24-03 15:13:24| 25   6  66   2   0|5141M  168M  185M 2320M|4437B 1352B|   0  8485k|   0   589 |8002    12k|1.60 1.33 1.08|2.0   0 1.0|   0     0 |           | 18  309    0   54    0
Mar 24 15:13:25 ubuntu dstat.sh[65379]: 24-03 15:13:25|  2   1  96   0   0|5141M  168M  185M 2320M|5103B 1562B|   0   838k|   0  71.8 |1567  2435 |1.60 1.33 1.08|1.0   0   0|   0     0 |           | 18  310    0   54    0
Mar 24 15:13:26 ubuntu dstat.sh[65379]: 24-03 15:13:26|  9   3  85   1   0|5141M  168M  185M 2320M|4656B 1350B|   0  7072k|   0   374 |3568  5363 |1.60 1.33 1.08|1.0   0   0|   0     0 |           | 18  309    0   50    0
Mar 24 15:13:27 ubuntu dstat.sh[65379]: 24-03 15:13:27| 17   3  76   1   0|5141M  168M  185M 2320M|4516B 1240B|   0  3516k|   0   208 |5252  7535 |1.60 1.33 1.08|3.0   0   0|   0     0 |           | 18  310    0   50    0
Mar 24 15:13:28 ubuntu dstat.sh[65379]: 24-03 15:13:28| 25   5  65   2   0|5141M  168M  185M 2321M|4481B 1564B|   0  3596k|   0   431 |8328    13k|1.55 1.33 1.08|1.0   0   0|   0     0 |           | 18  310    0   51    0
Mar 24 15:13:29 ubuntu dstat.sh[65379]: 24-03 15:13:29| 25   4  66   2   0|5141M  167M  185M 2321M|4768B 1411B|   0  4008k|   0   387 |8179    12k|1.55 1.33 1.08|1.0   0   0|   0     0 |           | 18  310    0   51    0
Mar 24 15:13:30 ubuntu dstat.sh[65379]: 24-03 15:13:30|  6   2  89   0   0|5142M  167M  185M 2321M|4863B 1132B|   0  2860k|   0   252 |2868  4573 |1.55 1.33 1.08|  0   0   0|   0     0 |           | 18  309    0   50    0
Mar 24 15:13:31 ubuntu dstat.sh[65379]: 24-03 15:13:31| 22   5  69   2   0|5142M  167M  185M 2321M|6763B 1565B|   0  6832k|   0   570 |7500    11k|1.55 1.33 1.08|2.0   0   0|   0     0 |           | 18  310    0   52    0
Mar 24 15:13:32 ubuntu dstat.sh[65379]: 24-03 15:13:32| 18   4  74   2   0|5142M  166M  185M 2321M|5727B 1511B|   0  4736k|   0   386 |6500  9877 |1.55 1.33 1.08|1.0   0   0|   0     0 |           | 18  309    0   53    0
Mar 24 15:13:33 ubuntu dstat.sh[65379]: 24-03 15:13:33|  9   2  87   1   0|5142M  166M  185M 2322M|5074B 1569B|   0  1787k|   0   146 |3057  4437 |1.42 1.30 1.07|1.0   0   0|   0     0 |           | 18  310    0   53    0
Mar 24 15:13:34 ubuntu dstat.sh[65379]: 24-03 15:13:34| 23   5  67   1   0|5142M  166M  185M 2322M|4894B 1129B|   0  3239k|   0   304 |8142    12k|1.42 1.30 1.07|2.0   0 1.0|   0     0 |           | 18  311    0   54    0
Mar 24 15:13:35 ubuntu dstat.sh[65379]: 24-03 15:13:35|  8   3  90   1   0|5142M  166M  185M 2322M|4987B 1300B|   0  2038k|   0   199 |2883  4410 |1.42 1.30 1.07|1.0   0   0|   0     0 |           | 18  309    0   56    0
Mar 24 15:13:36 ubuntu dstat.sh[65379]: 24-03 15:13:36|  9   3  85   2   0|5142M  165M  185M 2322M|5218B 1135B|   0  2306k|   0   235 |3610  5367 |1.42 1.30 1.07|1.0   0   0|   0     0 |           | 18  309    0   57    0
Mar 24 15:13:37 ubuntu dstat.sh[65379]: 24-03 15:13:37| 13   3  82   1   0|5142M  165M  185M 2322M|4434B 1569B|   0  2224k|   0   204 |4309  6561 |1.42 1.30 1.07|1.0   0   0|   0     0 |           | 18  310    0   57    0
Mar 24 15:13:38 ubuntu dstat.sh[65379]: 24-03 15:13:38| 23   5  67   1   0|5142M  165M  185M 2322M|4660B 1613B|   0  3290k|   0   330 |8179    13k|1.47 1.32 1.08|1.0   0   0|   0     0 |           | 18  310    0   55    0
Mar 24 15:13:39 ubuntu dstat.sh[65379]: 24-03 15:13:39| 25   6  66   2   0|5143M  164M  185M 2323M|4629B 1623B|   0  4576k|   0   497 |9037    14k|1.47 1.32 1.08|  0   0   0|   0     0 |           | 18  309    0   56    0
Mar 24 15:13:40 ubuntu dstat.sh[65379]: 24-03 15:13:40|  2   1  93   1   0|5143M  164M  185M 2323M|4380B 1565B|   0  8810k|   0   515 |2471  4359 |1.47 1.32 1.08|1.0   0   0|   0     0 |           | 18  310    0   56    0
Mar 24 15:13:41 ubuntu dstat.sh[65379]: 24-03 15:13:41| 25   5  66   2   0|5143M  163M  185M 2323M|4616B 1612B|   0  2806k|   0   355 |8219    13k|1.47 1.32 1.08|1.0 1.0   0|   0     0 |           | 18  310    0   56    0
Mar 24 15:13:42 ubuntu dstat.sh[65379]: 24-03 15:13:42| 11   2  83   1   0|5144M  163M  185M 2323M|3578B 1079B|   0  8751k|   0   500 |4669  6838 |1.47 1.32 1.08|  0   0   0|   0     0 |           | 18  309    0   55    0
Mar 24 15:13:43 ubuntu dstat.sh[65379]: 24-03 15:13:43| 15   4  79   2   0|5143M  163M  185M 2323M|4669B 1082B|   0  2605k|   0   262 |5452  8262 |1.35 1.29 1.07|1.0   0   0|   0     0 |           | 18  310    0   55    0
Mar 24 15:13:44 ubuntu dstat.sh[65379]: 24-03 15:13:44| 20   4  72   1   0|5143M  162M  185M 2324M|4835B 1346B|   0  3393k|   0   337 |7370    12k|1.35 1.29 1.07|  0   0 1.0|   0     0 |           | 18  309    0   56    0
Mar 24 15:13:45 ubuntu dstat.sh[65379]: 24-03 15:13:45|  7   2  89   1   0|5143M  162M  185M 2324M|5365B 1622B|   0  2079k|   0   178 |2933  4405 |1.35 1.29 1.07|  0 1.0   0|   0     0 |           | 18  310    0   56    0
Mar 24 15:13:46 ubuntu dstat.sh[65379]: 24-03 15:13:46| 25   5  66   2   0|5143M  162M  185M 2325M|4547B 1566B|   0  3349k|   0   371 |8533    13k|1.35 1.29 1.07|1.0   0   0|   0     0 |           | 18  311    0   50    0
Mar 24 15:13:47 ubuntu dstat.sh[65379]: 24-03 15:13:47| 10   2  84   1   0|5143M  162M  185M 2325M|4530B 1511B|  16k 7393k|1.00   515 |4240  6733 |1.35 1.29 1.07|  0   0   0|   0     0 |           | 18  309    0   53    0
Mar 24 15:13:48 ubuntu dstat.sh[65379]: 24-03 15:13:48| 17   3  77   1   0|5143M  161M  185M 2325M|4865B 1621B|   0  3246k|   0   295 |5565  8428 |1.24 1.27 1.07|1.0   0   0|   0     0 |           | 18  310    0   53    0
Mar 24 15:13:49 ubuntu dstat.sh[65379]: 24-03 15:13:49| 21   3  75   1   0|4979M  325M  185M 2326M|7005B  252k| 140k 1965k|5.99   165 |3651  4664 |1.24 1.27 1.07|  0   0   0|   0     0 |           | 18  309    0   53    0
Mar 24 15:13:50 ubuntu dstat.sh[65379]: 24-03 15:13:50|  2   1  95   0   0|4979M  325M  185M 2326M|5205B 1691B|   0   996k|   0  65.0 |1407  2156 |1.24 1.27 1.07|  0   0   0|   0     0 |           | 18  309    0   51    0
Mar 24 15:13:51 ubuntu dstat.sh[65379]: 24-03 15:13:51|  2   1  95   0   0|4979M  325M  185M 2326M|4039B 1458B|   0   892k|   0  73.0 |1527  2307 |1.24 1.27 1.07|  0   0   0|   0     0 |           | 18  309    0   51    0
Mar 24 15:13:52 ubuntu dstat.sh[65379]: 24-03 15:13:52|  2   1  97   1   0|4979M  325M  185M 2326M|4322B 1621B|   0   732k|   0  38.0 |1102  1693 |1.24 1.27 1.07|  0   0   0|   0     0 |           | 18  309    0   51    0
Mar 24 15:13:53 ubuntu dstat.sh[65379]: 24-03 15:13:53|  2   1  97   0   0|4979M  325M  185M 2326M|4561B 1620B|   0   624k|   0  40.0 |1174  1689 |1.14 1.25 1.06|  0   0   0|   0     0 |           | 18  309    0   51    0
Mar 24 15:13:54 ubuntu dstat.sh[65379]: 24-03 15:13:54|  2   1  96   0   0|4979M  325M  185M 2326M|4623B 1621B|   0  1469k|   0  92.1 |1498  2305 |1.14 1.25 1.06|  0   0 1.0|   0     0 |           | 18  309    0   51    0
Mar 24 15:13:55 ubuntu dstat.sh[65379]: 24-03 15:13:55|  1   0  96   0   0|4979M  325M  185M 2326M|4950B 1457B|   0   304k|   0  22.0 |1076  1646 |1.14 1.25 1.06|1.0   0   0|   0     0 |           | 18  309    0   44    0
Mar 24 15:13:56 ubuntu dstat.sh[65379]: 24-03 15:13:56|  1   1  97   0   0|4979M  325M  185M 2326M|5216B 1619B|   0     0 |   0     0 |1044  1510 |1.14 1.25 1.06|  0   0   0|   0     0 |           | 18  309    0   44    0
Mar 24 15:13:57 ubuntu dstat.sh[65379]: 24-03 15:13:57|  1   0  96   0   0|4979M  325M  185M 2326M|4331B 1456B|   0  3191k|   0   327 |1139  1556 |1.14 1.25 1.06|1.0   0   0|   0     0 |           | 18  309    0   44    0
Mar 24 15:13:58 ubuntu dstat.sh[65379]: 24-03 15:13:58|  2   1  96   0   0|4979M  325M  185M 2326M|4747B 1622B|   0   176k|   0  24.0 |1314  1958 |1.05 1.23 1.06|1.0   0   0|   0     0 |           | 18  309    0   44    0
Mar 24 15:13:59 ubuntu dstat.sh[65379]: 24-03 15:13:59|  3   1  94   0   0|4979M  325M  185M 2326M|4577B 1458B|   0   508k|   0  62.0 |1743  2662 |1.05 1.23 1.06|  0   0   0|   0     0 |           | 18  309    0   42    0
Mar 24 15:14:00 ubuntu dstat.sh[65379]: 24-03 15:14:00|  2   1  95   0   0|4979M  325M  185M 2326M|5425B 1619B|   0   520k|   0  47.0 |1478  2195 |1.05 1.23 1.06|  0   0   0|   0     0 |           | 18  309    0   42    0
Mar 24 15:14:01 ubuntu dstat.sh[65379]: 24-03 15:14:01|  2   1  96   0   0|4979M  325M  185M 2326M|4700B 1459B|   0   136k|   0  18.0 |1427  2020 |1.05 1.23 1.06|  0   0   0|   0     0 |           | 18  309    0   42    0
Mar 24 15:14:02 ubuntu dstat.sh[65379]: 24-03 15:14:02|  6   4  90   0   0|4982M  322M  185M 2326M|4623B 1623B|   0   224k|   0  15.0 |3353  5127 |1.05 1.23 1.06|  0   0 7.0|   0     0 |           | 18  309    0   42    0
Mar 24 15:14:03 ubuntu dstat.sh[65379]: 24-03 15:14:03|  3   0  94   0   0|4982M  322M  185M 2326M|5429B 1618B|   0  4091B|   0  1.00 |1637  1909 |0.97 1.21 1.05|  0   0   0|   0     0 |           | 18  309    0   43    0
Mar 24 15:14:04 ubuntu dstat.sh[65379]: 24-03 15:14:04|  3   2  94   0   0|4982M  322M  185M 2326M|4046B 1136B|   0   813k|   0  78.1 |1967  2624 |0.97 1.21 1.05|1.0   0 1.0|   0     0 |           | 18  309    0   43    0
Mar 24 15:14:05 ubuntu dstat.sh[65379]: 24-03 15:14:05|  1   0  97   0   0|4982M  322M  185M 2326M|3102B  324B|   0   424k|   0  32.0 |1049  1602 |0.97 1.21 1.05|1.0   0   0|   0     0 |           | 18  309    0   43    0
Mar 24 15:14:06 ubuntu dstat.sh[65379]: 24-03 15:14:06|  2   1  97   0   0|4982M  322M  185M 2326M|4497B 1619B|   0     0 |   0     0 |1054  1486 |0.97 1.21 1.05|1.0   0   0|   0     0 |           | 18  309    0   43    0
Mar 24 15:14:07 ubuntu dstat.sh[65379]: 24-03 15:14:07|  1   0  97   0   0|4981M  323M  185M 2326M|4558B 1619B|   0   124k|   0  2.00 |1072  1514 |0.97 1.21 1.05|  0   0   0|   0     0 |           | 18  309    0   40    0
Mar 24 15:14:08 ubuntu dstat.sh[65379]: 24-03 15:14:08|  1   1  96   0   0|4981M  323M  185M 2326M|4099B 1458B|   0    96k|   0  9.00 |1127  1603 |0.89 1.19 1.04|1.0   0   0|   0     0 |           | 18  309    0   40    0
Mar 24 15:14:09 ubuntu dstat.sh[65379]: 24-03 15:14:09|  3   1  96   0   0|4981M  323M  185M 2326M|4384B 1621B|   0   120k|   0  19.0 |1255  1859 |0.89 1.19 1.04|  0   0   0|   0     0 |           | 18  309    0   40    0
Mar 24 15:14:10 ubuntu dstat.sh[65379]: 24-03 15:14:10|  1   1  96   0   0|4981M  323M  185M 2326M|4750B 1617B|   0   240k|   0  21.0 |1086  1601 |0.89 1.19 1.04|  0   0   0|   0     0 |           | 18  309    0   40    0
Mar 24 15:14:11 ubuntu dstat.sh[65379]: 24-03 15:14:11|  2   1  96   0   0|4981M  323M  185M 2326M|4097B 1458B|   0    80k|   0  12.0 |1391  1974 |0.89 1.19 1.04|1.0   0   0|   0     0 |           | 18  309    0   37    0
Mar 24 15:14:12 ubuntu dstat.sh[65379]: 24-03 15:14:12|  2   1  96   0   0|4981M  323M  185M 2326M|4608B 1615B|   0   199k|   0  15.0 |1114  1566 |0.89 1.19 1.04|  0   0   0|   0     0 |           | 18  309    0   37    0
Mar 24 15:14:13 ubuntu dstat.sh[65379]: 24-03 15:14:13|  2   1  96   0   0|4981M  323M  185M 2326M|4015B 1462B|   0   449k|   0  7.02 |1077  1579 |0.82 1.17 1.04|  0   0   0|   0     0 |           | 18  309    0   37    0
Mar 24 15:14:14 ubuntu dstat.sh[65379]: 24-03 15:14:14|  2   1  96   1   0|4981M  323M  185M 2326M|5292B 1621B|   0   172k|   0  23.0 |1512  2316 |0.82 1.17 1.04|1.0   0 1.0|   0     0 |           | 18  309    0   37    0
Mar 24 15:14:15 ubuntu dstat.sh[65379]: 24-03 15:14:15|  2   1  96   1   0|4981M  323M  185M 2326M|6363B 1458B|   0   540k|   0  44.0 |1332  1998 |0.82 1.17 1.04|1.0   0   0|   0     0 |           | 18  309    0   33    0
Mar 24 15:14:16 ubuntu dstat.sh[65379]: 24-03 15:14:16|  2   1  95   1   0|4981M  323M  185M 2326M|6631B 1621B|   0  3431k|   0   207 |1606  2516 |0.82 1.17 1.04|  0   0   0|   0     0 |           | 18  309    0   33    0
Mar 24 15:14:17 ubuntu dstat.sh[65379]: 24-03 15:14:17|  1   1  97   0   0|4981M  323M  185M 2326M|5325B 1458B|   0   192k|   0  12.0 |1059  1486 |0.82 1.17 1.04|  0   0   0|   0     0 |           | 18  309    0   33    0
Mar 24 15:14:18 ubuntu dstat.sh[65379]: 24-03 15:14:18|  6   3  89   0   0|4990M  313M  185M 2326M|5606B 1620B|   0     0 |   0     0 |2214  8689 |0.75 1.15 1.03|  0   0  36|   0     0 |           | 18  309    0   34    0
Mar 24 15:14:19 ubuntu dstat.sh[65379]: 24-03 15:14:19|  2   1  96   0   0|4990M  313M  185M 2326M|4997B 1458B|   0   120k|   0  14.0 |1285  1891 |0.75 1.15 1.03|1.0   0   0|   0     0 |           | 18  309    0   29    0
Mar 24 15:14:20 ubuntu dstat.sh[65379]: 24-03 15:14:20|  5   1  92   0   0|5002M  301M  185M 2326M| 130k 1244B|   0  1116k|   0  22.0 |1266  1632 |0.75 1.15 1.03|1.0   0 3.0|   0     0 |           | 18  309    0   29    0
Mar 24 15:14:21 ubuntu dstat.sh[65379]: 24-03 15:14:21| 11   5  82   0   0|4993M  310M  185M 2326M| 276k 8312B| 116k  176k|5.00  19.0 |2910  2613 |0.75 1.15 1.03|  0   0  33|   0     0 |           | 18  309    0   29    0
