Dec 30 07:31:40 jammy-provider-cloud-0000007872 systemd[1]: Started Devstack devstack@dstat.service.
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 30 07:46:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:08| 19   2  76   1   0|4356M  248M  203M 2930M|  31k   10k|   0  2048k|   0   225 |4242  7799 |0.98 1.10 1.00|  0   0   0|   0     0 |   0     0 | 18  284    8  106    1
Dec 30 07:46:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:09| 11   2  84   1   0|4356M  247M  203M 2931M|5753B 1621B|   0  1937k|   0   216 |3335  6580 |0.98 1.10 1.00|2.0   0   0|   0     0 |   0     0 | 18  286    8  101    1
Dec 30 07:46:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:10| 25   4  69   2   0|4356M  247M  203M 2931M|5668B 1791B|  16k 2544k|1.00   288 |6263    12k|0.98 1.10 1.00|1.0   0   0|   0     0 |   0     0 | 18  285    8  109    1
Dec 30 07:46:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:11| 20   4  72   1   0|4356M  247M  203M 2932M|  11k 4310B|   0  7149k|   0   613 |5784    12k|0.98 1.10 1.00|1.0   0 1.0|   0     0 |   0     0 | 18  284    8  110    1
Dec 30 07:46:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:12| 10   2  87   1   0|4356M  246M  203M 2932M|5610B 1636B|   0  2844k|   0   245 |2463  5339 |0.90 1.09 0.99|4.0   0   0|   0     0 |   0     0 | 18  285    8  111    1
Dec 30 07:46:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:13| 10   2  84   1   0|4356M  246M  203M 2932M|  24k   11k|   0  1783k|   0   224 |3262  6398 |0.90 1.09 0.99|1.0   0   0|   0     0 |   0     0 | 18  284    8  111    1
Dec 30 07:46:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:14|  9   2  88   0   0|4356M  246M  203M 2932M|7123B 1791B|   0  1082k|   0   115 |2318  4459 |0.90 1.09 0.99|2.0   0   0|   0     0 |   0     0 | 18  284    8  113    1
Dec 30 07:46:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:15|  5   1  91   1   0|4356M  246M  203M 2932M|9332B 4236B|   0  1023k|   0   104 |2087  4008 |0.90 1.09 0.99|1.0   0   0|   0     0 |   0     0 | 18  285    8  106    1
Dec 30 07:46:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:16| 13   3  81   0   0|4356M  246M  203M 2932M|  25k   10k|   0  1618k|   0   188 |4388  8619 |0.90 1.09 0.99|  0   0   0|   0     0 |   0     0 | 18  284    8  106    1
Dec 30 07:46:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:17| 23   4  71   1   0|4356M  246M  203M 2933M|7571B 1619B|   0  2178k|   0   313 |5737    12k|0.91 1.08 0.99|2.0   0   0|   0     0 |   0     0 | 18  286    8  105    1
Dec 30 07:46:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:18| 27   4  64   3   0|4356M  245M  203M 2933M|5168B 1623B|  16k   11M|1.00   912 |7591    17k|0.91 1.08 0.99|3.0   0   0|   0     0 |   0     0 | 18  285    8  111    1
Dec 30 07:46:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:19| 26   4  69   1   0|4358M  243M  203M 2934M|7098B 1619B|   0  2298k|   0   223 |5612    13k|0.91 1.08 0.99|2.0   0   0|   0     0 |   0     0 | 18  286    8  106    1
Dec 30 07:46:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:20| 11   1  85   1   0|4358M  243M  203M 2934M|9766B 4318B|  16k 2081k|0.99   231 |3318  6624 |0.91 1.08 0.99|2.0   0   0|   0     0 |   0     0 | 18  284    8  108    1
Dec 30 07:46:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:21| 12   2  83   1   0|4358M  242M  203M 2934M|5197B 1618B|   0  2058k|   0   224 |3351  6400 |0.91 1.08 0.99|2.0   0 1.0|   0     0 |   0     0 | 18  285    8  108    1
Dec 30 07:46:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:22| 10   2  85   1   0|4358M  242M  203M 2934M|  24k   10k|   0  1950k|   0   243 |3401  6336 |0.84 1.07 0.99|1.0   0   0|   0     0 |   0     0 | 18  284    8  104    1
Dec 30 07:46:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:23| 11   1  85   1   0|4358M  242M  203M 2934M|9641B 4410B|   0  1724k|   0   182 |2860  5559 |0.84 1.07 0.99|1.0   0   0|   0     0 |   0     0 | 18  284    8  106    1
Dec 30 07:46:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:24| 11   3  83   2   0|4358M  241M  203M 2934M|  59k   11k|   0  6857k|   0   478 |3573  6927 |0.84 1.07 0.99|2.0   0   0|   0     0 |   0     0 | 18  284    8  100    1
Dec 30 07:46:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:25|  9   1  89   0   0|4358M  241M  203M 2934M|6837B 1618B|   0  1035k|   0  93.9 |2233  4571 |0.84 1.07 0.99|3.0   0   0|   0     0 |   0     0 | 18  284    8  100    1
Dec 30 07:46:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:26| 27   5  64   2   0|4358M  241M  203M 2935M|5625B 1631B|   0  3685k|   0   534 |7020    14k|0.84 1.07 0.99|1.0   0   0|   0     0 |   0     0 | 18  286    8  101    1
Dec 30 07:46:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:27| 27   5  64   2   0|4359M  240M  203M 2935M|4731B 1616B|   0  4050k|   0   429 |6515    14k|0.77 1.05 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  287    8  105    1
Dec 30 07:46:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:28| 22   3  70   1   0|4360M  238M  203M 2936M|  11k 4347B|  16k   12M|1.00  1465 |6875    12k|0.77 1.05 0.98|1.0   0   0|   0     0 |   0     0 | 18  286    8  105    1
Dec 30 07:46:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:29|  8   2  87   2   0|4360M  238M  203M 2936M|5612B 1516B|   0  6445k|   0   433 |3049  5919 |0.77 1.05 0.98|2.0   0   0|   0     0 |   0     0 | 18  287    8  106    1
Dec 30 07:46:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:30| 13   2  81   1   0|4360M  238M  203M 2936M|  17k 7988B|   0  4989k|   0   451 |3878  7741 |0.77 1.05 0.98|1.0   0   0|   0     0 |   0     0 | 18  287    8  106    1
Dec 30 07:46:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:31|  6   2  91   0   0|4360M  238M  203M 2936M|  15k 4218B|   0   852k|   0  75.3 |2160  3799 |0.77 1.05 0.98|2.0   0 1.0|   0     0 |   0     0 | 18  287    8  107    1
Dec 30 07:46:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:32|  7   2  88   1   0|4360M  238M  203M 2936M|9308B 4499B|   0  1382k|   0   166 |2514  5016 |0.71 1.03 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    8  104    1
Dec 30 07:46:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:33| 11   2  84   1   0|4360M  238M  203M 2936M|  24k   10k|   0  2148k|   0   150 |2932  5406 |0.71 1.03 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    8  106    1
Dec 30 07:46:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:34| 18   3  77   2   0|4360M  237M  203M 2936M|6239B 1633B|   0  2044k|   0   255 |4435  8965 |0.71 1.03 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    8  103    1
Dec 30 07:46:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:35| 27   4  65   2   0|4360M  237M  203M 2937M|6887B 1616B|   0  3850k|   0   560 |6237    14k|0.71 1.03 0.97|2.0   0   0|   0     0 |   0     0 | 18  287    8  108    1
Dec 30 07:46:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:36| 24   3  71   1   0|4361M  236M  203M 2937M|  10k 4230B|   0  3472k|   0   345 |5439    11k|0.71 1.03 0.97|  0   0   0|   0     0 |   0     0 | 18  286    8  103    1
Dec 30 07:46:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:37| 11   3  83   2   0|4361M  236M  203M 2937M|4970B 1708B|   0  7932k|   0   527 |3390  6903 |0.65 1.01 0.97|3.0   0   0|   0     0 |   0     0 | 18  286    8  104    1
Dec 30 07:46:38 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:38|  5   2  92   0   0|4361M  236M  203M 2937M|  27k 8976B|   0  6788k|   0   706 |2178  3630 |0.65 1.01 0.97|2.0   0   0|   0     0 |   0     0 | 18  287    8   91    1
Dec 30 07:46:39 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:39|  8   2  88   1   0|4361M  236M  203M 2938M|  27k   11k|   0  1287k|   0   126 |2302  4672 |0.65 1.01 0.97|2.0   0   0|   0     0 |   0     0 | 18  286    8   91    1
Dec 30 07:46:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:40|  9   2  87   1   0|4361M  236M  203M 2938M|  25k   10k|   0  1276k|   0   148 |2486  4872 |0.65 1.01 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    8   91    1
Dec 30 07:46:41 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:41| 22   2  73   2   0|4361M  236M  203M 2938M|5295B 1633B|   0  2247k|   0   297 |4550    10k|0.65 1.01 0.97|3.0   0 1.0|   0     0 |   0     0 | 18  287    8   94    1
Dec 30 07:46:42 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:42| 16   2  77   1   0|4361M  235M  203M 2938M|9139B 4313B|   0  2839k|   0   316 |4138  8798 |0.76 1.03 0.98|1.0   0   0|   0     0 |   0     0 | 18  286    8   93    1
Dec 30 07:46:43 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:43| 11   2  86   1   0|4362M  234M  203M 2938M|  24k   10k|   0  2720k|   0   225 |2671  5076 |0.76 1.03 0.98|4.0   0   0|   0     0 |   0     0 | 18  286    8   95    1
Dec 30 07:46:44 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:44|  8   2  88   0   0|4362M  234M  203M 2938M|7151B 1615B|   0  1360k|   0   110 |2359  4764 |0.76 1.03 0.98|3.0   0   0|   0     0 |   0     0 | 18  288    8   92    1
Dec 30 07:46:45 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:45| 27   4  68   1   0|4362M  233M  203M 2939M|6316B 1629B|   0  2698k|   0   312 |5844    12k|0.76 1.03 0.98|2.0 1.0   0|   0     0 |   0     0 | 18  287    8   94    1
Dec 30 07:46:46 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:46|  8   1  87   1   0|4362M  233M  203M 2939M|9777B 4258B|   0  6385k|   0   458 |2984  6214 |0.76 1.03 0.98|1.0   0   0|   0     0 |   0     0 | 18  286    8   92    1
Dec 30 07:46:47 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:47| 14   2  81   1   0|4362M  233M  203M 2939M|9374B 4265B|   0  2457k|   0   267 |3513  7090 |0.70 1.01 0.97|2.0   0   0|   0     0 |   0     0 | 18  286    8   93    1
Dec 30 07:46:48 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:48|  9   2  87   0   0|4362M  233M  203M 2939M|  24k   11k|   0  1944k|   0   160 |2599  4901 |0.70 1.01 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    8   92    1
Dec 30 07:46:49 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:49|  8   1  88   1   0|4363M  232M  203M 2939M|  24k   11k|   0  1275k|   0   145 |2445  4600 |0.70 1.01 0.97|3.0   0   0|   0     0 |   0     0 | 18  286    8   92    1
Dec 30 07:46:50 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:50| 11   3  86   1   0|4362M  232M  203M 2939M|  20k 8647B|   0  1365k|   0   135 |2674  5145 |0.70 1.01 0.97|1.0   0   0|   0     0 |   0     0 | 18  286    8   88    1
Dec 30 07:46:51 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:51|  6   2  90   1   0|4363M  232M  203M 2939M|  12k 4654B|   0  1226k|   0   124 |2161  3951 |0.70 1.01 0.97|2.0   0 1.0|   0     0 |   0     0 | 18  287    8   88    1
Dec 30 07:46:52 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:52| 10   3  86   1   0|4363M  232M  203M 2939M|  22k 8920B|   0  1496k|   0   172 |2689  5193 |0.64 1.00 0.96|1.0   0   0|   0     0 |   0     0 | 18  286    8   89    1
Dec 30 07:46:53 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:53| 14   2  81   1   0|4363M  231M  203M 2940M|  13k 4488B|   0  1700k|   0   187 |3241  6452 |0.64 1.00 0.96|2.0   0   0|   0     0 |   0     0 | 18  286    8   91    1
Dec 30 07:46:54 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:54| 11   4  83   1   0|4361M  234M  203M 2940M|  50k 5853B|   0  1563k|   0   161 |3061  7195 |0.64 1.00 0.96|2.0   0  34|   0     0 |   0     0 | 18  287    8   92    1
Dec 30 07:46:55 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:55|  9   3  85   2   0|4360M  234M  203M 2940M|  34k   15k|   0  7197k|   0   541 |3604  7285 |0.64 1.00 0.96|2.0   0   0|   0     0 |   0     0 | 18  287    8   92    1
Dec 30 07:46:56 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:56|  8   2  89   0   0|4360M  234M  203M 2940M|  19k 8215B|   0   941k|   0  92.5 |2183  3946 |0.64 1.00 0.96|1.0   0   0|   0     0 |   0     0 | 18  288    8   91    1
Dec 30 07:46:57 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:57|  4   2  92   0   0|4360M  233M  203M 2940M|9423B 4009B|   0   650k|   0  56.1 |1759  3023 |0.59 0.98 0.96|1.0   0 1.0|   0     0 |   0     0 | 18  288    8   91    1
Dec 30 07:46:58 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:58|  7   2  90   1   0|4361M  233M  203M 2940M|  22k 9305B|   0  1308k|   0   103 |2327  3733 |0.59 0.98 0.96|2.0   0   0|   0     0 |   0     0 | 18  287    9   90    1
Dec 30 07:46:59 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:46:59| 27   3  67   2   0|4362M  232M  203M 2940M|5335B 1946B|   0  9021k|   0  1158 |6246    12k|0.59 0.98 0.96|2.0   0   0|   0     0 |   0     0 | 18  287    9   92    1
Dec 30 07:47:00 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:00| 26   3  67   1   0|4363M  231M  203M 2941M|5355B 1619B|   0  2675k|   0   327 |5691    12k|0.59 0.98 0.96|3.0   0   0|   0     0 |   0     0 | 18  287    9   93    1
Dec 30 07:47:01 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:01| 13   3  82   1   0|4363M  230M  203M 2941M|  11k 4676B|  32k 2226k|1.00   257 |3635  6962 |0.59 0.98 0.96|2.0   0 1.0|   0     0 |   0     0 | 18  286    9   94    1
Dec 30 07:47:02 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:02| 12   2  83   1   0|4363M  230M  203M 2941M|  11k 4332B|   0  5569k|   0   413 |3412  6549 |0.54 0.96 0.95|1.0   0   0|   0     0 |   0     0 | 18  286    9   95    1
Dec 30 07:47:03 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:03| 12   2  84   0   0|4363M  230M  203M 2941M|9985B 4446B|   0  2363k|   0   211 |2924  5348 |0.54 0.96 0.95|1.0   0   0|   0     0 |   0     0 | 18  286    9   96    1
Dec 30 07:47:04 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:04|  8   2  90   1   0|4364M  228M  203M 2941M|7579B 1632B|   0  1898k|   0  35.3 |1646  2759 |0.54 0.96 0.95|2.0   0   0|   0     0 |   0     0 | 18  287    9   98    1
Dec 30 07:47:05 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:05| 28   2  70   0   0|4370M  222M  203M 2942M|6564B 1785B|   0   583k|   0  32.9 |2234  3791 |0.54 0.96 0.95|3.0   0   0|   0     0 |   0     0 | 18  287    9   96    1
Dec 30 07:47:06 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:06| 14   3  81   0   0|4374M  218M  203M 2942M|  25k   11k|   0  1231k|   0   134 |2922  5068 |0.54 0.96 0.95|1.0   0   0|   0     0 |   0     0 | 18  286    9   99    1
Dec 30 07:47:07 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:07| 10   2  85   1   0|4374M  218M  203M 2942M|  38k   17k|   0  1968k|   0   166 |2853  4782 |0.50 0.95 0.95|1.0   0   0|   0     0 |   0     0 | 18  286    9   97    1
Dec 30 07:47:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:08|  9   2  87   1   0|4374M  218M  203M 2942M|  31k   10k|   0  1369k|   0   157 |2585  4574 |0.50 0.95 0.95|  0   0   0|   0     0 |   0     0 | 18  286    9   99    1
Dec 30 07:47:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:09| 11   3  84   1   0|4374M  218M  203M 2942M|6470B 1626B|   0  1520k|   0   181 |3280  6273 |0.50 0.95 0.95|4.0   0   0|   0     0 |   0     0 | 18  288    9   98    1
Dec 30 07:47:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:10| 28   3  66   1   0|4375M  217M  203M 2943M|8341B 4318B|   0  2890k|   0   353 |6061    12k|0.50 0.95 0.95|1.0   0   0|   0     0 |   0     0 | 18  287    9  101    1
Dec 30 07:47:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:11|  5   2  92   1   0|4375M  217M  203M 2943M|6638B 1809B|   0  2738k|   0   201 |2100  3923 |0.50 0.95 0.95|3.0   0 1.0|   0     0 |   0     0 | 18  286    9   91    1
Dec 30 07:47:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:12| 24   4  70   0   0|4376M  215M  203M 2943M|5545B 1789B|   0  1248k|   0   124 |4663  9269 |0.46 0.93 0.94|1.0   0 2.0|   0     0 |   0     0 | 18  291    9   94    1
Dec 30 07:47:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:13| 26   3  70   1   0|4377M  214M  203M 2943M|5664B 1959B| 112k 6445k|7.01   442 |5085    11k|0.46 0.93 0.94|1.0   0 1.0|   0     0 |   0     0 | 18  293    9  115    1
Dec 30 07:47:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:14| 26   4  68   0   0|4378M  212M  203M 2944M|5489B 1782B|   0  8530k|   0  1009 |5259  9527 |0.46 0.93 0.94|2.0   0   0|   0     0 |   0     0 | 18  290    9  133    1
Dec 30 07:47:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:15|  8   2  88   1   0|4378M  212M  203M 2944M|  24k   10k|   0  1262k|   0   141 |2646  5190 |0.46 0.93 0.94|1.0   0   0|   0     0 |   0     0 | 18  289    9  131    1
Dec 30 07:47:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:16| 25   4  70   1   0|4379M  211M  203M 2944M|5540B 1783B|   0  2269k|   0   309 |5448    11k|0.46 0.93 0.94|3.0   0   0|   0     0 |   0     0 | 18  290    9  133    1
Dec 30 07:47:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:17| 15   4  78   1   0|4379M  210M  203M 2944M|8862B 4367B|   0  3250k|   0   315 |4973  9953 |0.42 0.91 0.94|  0   0   0|   0     0 |   0     0 | 18  289    9  133    1
Dec 30 07:47:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:18| 11   2  86   1   0|4379M  210M  203M 2944M|8943B 4289B|   0  2283k|   0   211 |2844  5190 |0.42 0.91 0.94|2.0   0   0|   0     0 |   0     0 | 18  291    9  135    1
Dec 30 07:47:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:19| 10   1  86   1   0|4380M  209M  203M 2945M|  10k 4442B|   0  1570k|   0   152 |2946  5356 |0.42 0.91 0.94|1.0   0   0|   0     0 |   0     0 | 18  289    9  126    1
Dec 30 07:47:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:20|  8   2  89   0   0|4380M  208M  203M 2945M|  12k 4645B|   0  1634k|   0   162 |2482  4565 |0.42 0.91 0.94|  0   0   0|   0     0 |   0     0 | 18  289    9  126    1
Dec 30 07:47:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:21|  9   3  87   1   0|4381M  208M  203M 2946M|5331B 1465B|   0  5238k|   0   329 |2636  5072 |0.42 0.91 0.94|3.0   0 1.0|   0     0 |   0     0 | 18  290    9  124    1
Dec 30 07:47:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:22| 10   2  86   0   0|4383M  205M  203M 2946M|9585B 4128B|   0  1121k|   0  96.1 |2400  4475 |0.39 0.90 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    9  127    1
Dec 30 07:47:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:23|  7   1  90   0   0|4383M  205M  203M 2946M|9482B 3830B|   0   968k|   0  95.0 |2021  3592 |0.39 0.90 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    9  127    1
Dec 30 07:47:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:24|  7   2  91   1   0|4383M  205M  203M 2946M|  46k 4087B|   0  1020k|   0   101 |2081  3545 |0.39 0.90 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    9  127    1
Dec 30 07:47:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:25|  8   2  88   1   0|4383M  205M  203M 2946M|  26k   11k|   0  1173k|   0   134 |2459  4408 |0.39 0.90 0.93|  0   0   0|   0     0 |   0     0 | 18  289    9  125    1
Dec 30 07:47:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:26| 14   1  82   1   0|4383M  205M  203M 2946M|8630B 1784B|   0  1843k|   0   240 |3617  7231 |0.39 0.90 0.93|5.0   0   0|   0     0 |   0     0 | 18  291    9  126    1
Dec 30 07:47:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:27| 25   3  69   1   0|4385M  203M  203M 2947M|9338B 4378B|   0  2773k|   0   326 |5888    12k|0.36 0.88 0.93|3.0   0   0|   0     0 |   0     0 | 18  289    9  124    1
Dec 30 07:47:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:28|  8   1  87   1   0|4384M  203M  203M 2947M|  12k 3957B|   0  3223k|   0   252 |2689  4899 |0.36 0.88 0.93|1.0   0 3.0|   0     0 |   0     0 | 18  290    9  124    1
Dec 30 07:47:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:29|  3   1  94   1   0|4385M  203M  203M 2947M|  12k 2133B|   0  7871k|   0   930 |2066  3279 |0.36 0.88 0.93|1.0   0   0|   0     0 |   0     0 | 18  290    9  119    1
Dec 30 07:47:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:30|  6   1  90   0   0|4385M  203M  203M 2947M|9727B 4126B|   0  1374k|   0   118 |2065  3857 |0.36 0.88 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    9  120    1
Dec 30 07:47:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:31|  9   2  87   1   0|4385M  202M  203M 2947M|  23k   10k|   0  1437k|   0   160 |2634  4962 |0.36 0.88 0.93|1.0   0 1.0|   0     0 |   0     0 | 18  289    9  118    1
Dec 30 07:47:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:32| 22   2  72   2   0|4385M  202M  203M 2947M|4817B 1801B|   0  5564k|   0   466 |4806  9888 |0.41 0.89 0.93|2.0   0   0|   0     0 |   0     0 | 18  289    9  120    1
Dec 30 07:47:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:33| 13   4  82   1   0|4226M  359M  203M 2950M|7937B  278k|2365k 2409k|32.0   129 |1744  2692 |0.41 0.89 0.93|  0   0  14|   0     0 |   0     0 | 18  289    9  116    1
Dec 30 07:47:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:34|  2   1  96   0   0|4226M  359M  203M 2950M|  12k 1870B|   0   633k|   0  40.8 |1266  2027 |0.41 0.89 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    9  116    1
Dec 30 07:47:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:35|  2   2  96   1   0|4226M  359M  203M 2950M|5382B 1460B|   0  3380k|   0   127 |1324  2518 |0.41 0.89 0.93|1.0   0   0|   0     0 |   0     0 | 18  289    9  111    1
Dec 30 07:47:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:36|  2   1  95   0   0|4226M  359M  203M 2950M|6067B 1795B|   0   209k|   0  30.1 |1313  2370 |0.41 0.89 0.93|  0   0   0|   0     0 |   0     0 | 18  289    9  111    1
Dec 30 07:47:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:47:37|  3   1  95   0   0|4226M  359M  203M 2950M|7334B 1778B|   0   390k|   0  35.8 |1327  2373 |0.38 0.87 0.92|3.0   0   0|   0     0 |   0     0 | 18  289    9  105    1
